0.52, 0.54, 0.52, 0.52, 0.53, 0.52, 0.51, 0.52, 0.53, 0.52, 0.53, 0.52, 0.52, 0.53, 0.52, 0.52, 0.52, 0.52, 0.52, 0.526947, 0.512754, 0.497994, 0.532003, 0.545933, 0.529656, 0.542996, 0.525165, 0.538405, 0.531365, 0.464848, 0.447772, 0.441101, 0.477448, 0.545659, 0.567847, 0.560505, 0.586303, 0.620359, 0.59448, 0.575488, 0.593603, 0.580348, 0.62002, 0.620072, 0.679141, 0.725611, 0.665344, 0.714137, 0.682544, 0.665528, 0.677901, 0.660049, 0.684325, 0.722943, 0.721296, 0.673132, 0.622255, 0.623636, 0.685225, 0.687661, 0.706819, 0.698117, 0.694372, 0.700523, 0.705733, 0.707084, 0.705172, 0.726757, 0.849948, 0.849033, 0.8431, 0.857266, 0.860192, 0.793925, 0.787476, 0.779764, 0.74, 0.69, 0.68, 0.67, 0.62, 0.58, 0.56, 0.56, 0.57, 0.56, 0.59, 0.58, 0.57, 0.57, 0.57, 0.59, 0.55, 0.54, 0.55, 
0.54, 0.55, 0.53, 0.54, 0.53, 0.54, 0.54, 0.54, 0.54, 0.54, 0.53, 0.54, 0.54, 0.55, 0.54, 0.54, 0.54, 0.52, 0.53, 0.508712, 0.497679, 0.499389, 0.515023, 0.573582, 0.550805, 0.5306, 0.522268, 0.517595, 0.523655, 0.521732, 0.478448, 0.46686, 0.49456, 0.566237, 0.57236, 0.577664, 0.620571, 0.617383, 0.632739, 0.612925, 0.657892, 0.708721, 0.745467, 0.724345, 0.684395, 0.727939, 0.64328, 0.677413, 0.694129, 0.66294, 0.620808, 0.55832, 0.618869, 0.678736, 0.589577, 0.737105, 0.724776, 0.65786, 0.614879, 0.645897, 0.640427, 0.640473, 0.63442, 0.70924, 0.716319, 0.667209, 0.686515, 0.711735, 0.771884, 0.747993, 0.777657, 0.781267, 0.756057, 0.765283, 0.760884, 0.766273, 0.74, 0.69, 0.67, 0.68, 0.63, 0.57, 0.58, 0.55, 0.54, 0.55, 0.55, 0.54, 0.55, 0.57, 0.54, 0.55, 0.51, 0.5, 0.5, 
0.5, 0.5, 0.5, 0.5, 0.5, 0.51, 0.51, 0.5, 0.49, 0.51, 0.5, 0.5, 0.5, 0.49, 0.5, 0.5, 0.5, 0.5, 0.49, 0.497656, 0.493483, 0.48864, 0.521175, 0.576444, 0.561379, 0.523615, 0.526293, 0.531221, 0.534124, 0.477859, 0.4313, 0.413855, 0.488804, 0.562995, 0.587033, 0.569968, 0.603476, 0.615407, 0.622051, 0.620761, 0.594647, 0.607983, 0.646921, 0.683053, 0.679073, 0.733049, 0.735944, 0.764599, 0.757019, 0.610507, 0.553413, 0.59012, 0.695861, 0.59144, 0.718316, 0.64254, 0.6633, 0.639075, 0.65398, 0.657864, 0.727871, 0.742013, 0.746359, 0.797707, 0.816528, 0.819014, 0.803815, 0.748715, 0.83707, 0.82148, 0.802968, 0.798688, 0.821336, 0.801139, 0.793897, 0.806736, 0.75, 0.71, 0.7, 0.67, 0.63, 0.55, 0.55, 0.58, 0.6, 0.58, 0.6, 0.57, 0.58, 0.59, 0.59, 0.58, 0.57, 0.56, 0.55, 
0.54, 0.55, 0.54, 0.56, 0.54, 0.53, 0.55, 0.55, 0.56, 0.52, 0.54, 0.53, 0.53, 0.51, 0.54, 0.53, 0.53, 0.53, 0.53, 0.497717, 0.503426, 0.498567, 0.543241, 0.537635, 0.551352, 0.534641, 0.527849, 0.541419, 0.52466, 0.458021, 0.421413, 0.436181, 0.490061, 0.554856, 0.549245, 0.563296, 0.58736, 0.612693, 0.618661, 0.604525, 0.600943, 0.607544, 0.604517, 0.601851, 0.599287, 0.618221, 0.609309, 0.618207, 0.608291, 0.566067, 0.553333, 0.573123, 0.607671, 0.594184, 0.632729, 0.625184, 0.654759, 0.623316, 0.606479, 0.621285, 0.605953, 0.630004, 0.631171, 0.638788, 0.637856, 0.654989, 0.678215, 0.712247, 0.767683, 0.778224, 0.791829, 0.789521, 0.783445, 0.774078, 0.765422, 0.766398, 0.73, 0.68, 0.68, 0.65, 0.63, 0.59, 0.58, 0.59, 0.58, 0.58, 0.59, 0.59, 0.57, 0.57, 0.54, 0.55, 0.54, 0.54, 0.54, 
0.56, 0.54, 0.55, 0.54, 0.54, 0.51, 0.52, 0.51, 0.53, 0.51, 0.51, 0.52, 0.51, 0.52, 0.51, 0.52, 0.51, 0.51, 0.52, 0.518226, 0.504632, 0.500108, 0.495059, 0.498871, 0.483592, 0.480149, 0.473713, 0.467395, 0.469004, 0.392784, 0.40488, 0.360263, 0.353903, 0.358681, 0.343435, 0.336781, 0.36166, 0.356324, 0.401332, 0.396647, 0.362848, 0.447825, 0.442164, 0.42696, 0.424933, 0.447213, 0.474128, 0.399185, 0.424839, 0.386725, 0.396727, 0.296453, 0.379568, 0.443929, 0.414397, 0.436716, 0.422899, 0.431403, 0.446464, 0.426453, 0.420592, 0.460088, 0.467004, 0.41454, 0.414887, 0.384407, 0.414263, 0.425155, 0.514035, 0.521333, 0.517591, 0.546528, 0.553108, 0.556117, 0.527223, 0.52911, 0.54, 0.53, 0.55, 0.54, 0.53, 0.54, 0.53, 0.54, 0.52, 0.53, 0.54, 0.53, 0.53, 0.51, 0.5, 0.54, 0.51, 0.5, 0.5, 
0.5, 0.51, 0.5, 0.5, 0.5, 0.49, 0.51, 0.5, 0.5, 0.5, 0.53, 0.51, 0.51, 0.51, 0.5, 0.5, 0.5, 0.5, 0.5, 0.499177, 0.495371, 0.491441, 0.497289, 0.471567, 0.475939, 0.480873, 0.494767, 0.467787, 0.451315, 0.413496, 0.386807, 0.361153, 0.38516, 0.380148, 0.334513, 0.34762, 0.361519, 0.346149, 0.351655, 0.347665, 0.333219, 0.349105, 0.341839, 0.343867, 0.332756, 0.381159, 0.405107, 0.359124, 0.413676, 0.437163, 0.450848, 0.421865, 0.407791, 0.376521, 0.405189, 0.437152, 0.431779, 0.455532, 0.398455, 0.428772, 0.437891, 0.402616, 0.415752, 0.444111, 0.439055, 0.420084, 0.437347, 0.453316, 0.466829, 0.527904, 0.51574, 0.525539, 0.540271, 0.563739, 0.536722, 0.546564, 0.549887, 0.53, 0.5, 0.51, 0.55, 0.55, 0.52, 0.53, 0.56, 0.54, 0.56, 0.55, 0.53, 0.52, 0.53, 0.53, 0.52, 0.5, 0.53, 
0.53, 0.54, 0.55, 0.53, 0.53, 0.55, 0.54, 0.53, 0.53, 0.53, 0.54, 0.54, 0.53, 0.54, 0.53, 0.54, 0.53, 0.54, 0.54, 0.52995, 0.526838, 0.53036, 0.545476, 0.590055, 0.574628, 0.577883, 0.560063, 0.56372, 0.577259, 0.466445, 0.45058, 0.453765, 0.534915, 0.584605, 0.590343, 0.624532, 0.619016, 0.625332, 0.620436, 0.634252, 0.612369, 0.6042, 0.604133, 0.58776, 0.659561, 0.595453, 0.597573, 0.606573, 0.590893, 0.572213, 0.58568, 0.571493, 0.693625, 0.720372, 0.730713, 0.729006, 0.704704, 0.713704, 0.703851, 0.701744, 0.698588, 0.699024, 0.698621, 0.681745, 0.678167, 0.665843, 0.679565, 0.692972, 0.764551, 0.771904, 0.766852, 0.785891, 0.78971, 0.777864, 0.772953, 0.756867, 0.75, 0.69, 0.69, 0.67, 0.61, 0.54, 0.52, 0.54, 0.57, 0.57, 0.58, 0.59, 0.58, 0.58, 0.58, 0.57, 0.55, 0.52, 0.54, 
0.53, 0.51, 0.51, 0.51, 0.51, 0.5, 0.54, 0.52, 0.51, 0.51, 0.51, 0.52, 0.54, 0.53, 0.54, 0.53, 0.53, 0.52, 0.53, 0.508286, 0.5046, 0.509956, 0.534692, 0.558877, 0.542864, 0.546353, 0.528248, 0.5618, 0.555119, 0.488247, 0.461856, 0.455977, 0.510027, 0.544835, 0.549859, 0.573455, 0.578844, 0.584875, 0.590125, 0.596265, 0.602716, 0.588061, 0.584208, 0.571559, 0.589268, 0.587713, 0.59652, 0.595373, 0.575333, 0.584533, 0.55156, 0.608611, 0.638821, 0.687064, 0.682491, 0.687803, 0.681076, 0.748564, 0.745057, 0.760347, 0.757671, 0.763079, 0.750151, 0.743112, 0.757187, 0.769597, 0.779137, 0.794561, 0.874739, 0.873923, 0.853057, 0.861751, 0.864387, 0.845653, 0.846516, 0.830123, 0.79, 0.74, 0.72, 0.71, 0.61, 0.56, 0.52, 0.55, 0.56, 0.55, 0.57, 0.55, 0.56, 0.55, 0.56, 0.54, 0.54, 0.53, 0.54, 
0.53, 0.55, 0.53, 0.54, 0.53, 0.54, 0.5, 0.5, 0.5, 0.51, 0.51, 0.5, 0.5, 0.5, 0.51, 0.5, 0.51, 0.5, 0.5, 0.498317, 0.504795, 0.493175, 0.516095, 0.552125, 0.56462, 0.558447, 0.560455, 0.564177, 0.567197, 0.503399, 0.477879, 0.500379, 0.502377, 0.567505, 0.573187, 0.567023, 0.573299, 0.588233, 0.602924, 0.588329, 0.583923, 0.579216, 0.593045, 0.581036, 0.63228, 0.68052, 0.693873, 0.686681, 0.682689, 0.65892, 0.553507, 0.570107, 0.658393, 0.684864, 0.69932, 0.707421, 0.691224, 0.670847, 0.676844, 0.674247, 0.677912, 0.688572, 0.688084, 0.684877, 0.70602, 0.691649, 0.705132, 0.706284, 0.774407, 0.7768, 0.767303, 0.750281, 0.769153, 0.787292, 0.798267, 0.76936, 0.72, 0.67, 0.67, 0.66, 0.61, 0.58, 0.56, 0.55, 0.55, 0.56, 0.55, 0.57, 0.57, 0.56, 0.57, 0.56, 0.53, 0.54, 0.52, 
0.53, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.5, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.51, 0.5, 0.51, 0.498812, 0.4952, 0.519019, 0.523323, 0.552235, 0.562803, 0.553969, 0.539403, 0.53768, 0.557016, 0.463093, 0.492361, 0.514669, 0.544052, 0.609125, 0.56398, 0.622165, 0.573627, 0.645877, 0.607196, 0.622017, 0.625656, 0.601667, 0.700473, 0.681715, 0.593867, 0.591924, 0.569507, 0.58724, 0.679276, 0.658173, 0.553133, 0.5968, 0.661996, 0.673745, 0.676008, 0.625988, 0.604343, 0.710769, 0.706707, 0.618883, 0.713667, 0.742761, 0.716265, 0.711636, 0.699051, 0.720781, 0.72408, 0.710033, 0.750107, 0.785287, 0.791345, 0.795929, 0.812106, 0.804489, 0.787341, 0.78, 0.74, 0.69, 0.67, 0.65, 0.61, 0.59, 0.57, 0.56, 0.56, 0.56, 0.55, 0.58, 0.57, 0.56, 0.56, 0.56, 0.56, 0.52, 0.5, 
0.5, 0.49, 0.51, 0.5, 0.49, 0.49, 0.5, 0.5, 0.51, 0.52, 0.49, 0.49, 0.5, 0.53, 0.5, 0.52, 0.51, 0.52, 0.5, 0.52, 0.528204, 0.503728, 0.536944, 0.555743, 0.55208, 0.568857, 0.579279, 0.590161, 0.592639, 0.52685, 0.498321, 0.531973, 0.548795, 0.62013, 0.645573, 0.651823, 0.695453, 0.715759, 0.717255, 0.712793, 0.723777, 0.692263, 0.71052, 0.723707, 0.713596, 0.706008, 0.728173, 0.727107, 0.704481, 0.696367, 0.67842, 0.673931, 0.695829, 0.717533, 0.715775, 0.704135, 0.77898, 0.790629, 0.763395, 0.777981, 0.782488, 0.789032, 0.793563, 0.802906, 0.800994, 0.791631, 0.781954, 0.791303, 0.845141, 0.887359, 0.88842, 0.869474, 0.87, 0.86, 0.849881, 0.84, 0.79, 0.76, 0.73, 0.67, 0.65, 0.6, 0.59, 0.59, 0.58, 0.59, 0.56, 0.58, 0.56, 0.55, 0.56, 0.57, 0.54, 0.54, 0.53, 
0.52, 0.53, 0.54, 0.52, 0.52, 0.52, 0.52, 0.52, 0.52, 0.53, 0.52, 0.53, 0.52, 0.54, 0.52, 0.52, 0.53, 0.52, 0.51989, 0.527157, 0.512528, 0.507707, 0.532081, 0.565996, 0.559755, 0.554041, 0.545631, 0.549341, 0.542888, 0.476539, 0.459992, 0.443805, 0.477899, 0.511964, 0.504947, 0.507684, 0.492292, 0.498288, 0.495015, 0.489079, 0.485712, 0.492269, 0.480317, 0.487517, 0.497712, 0.487259, 0.506453, 0.494053, 0.505333, 0.4948, 0.496627, 0.508305, 0.5008, 0.51284, 0.525357, 0.538815, 0.522912, 0.537215, 0.542509, 0.548577, 0.565244, 0.560307, 0.576196, 0.561645, 0.577261, 0.575036, 0.592607, 0.610332, 0.665959, 0.692444, 0.688284, 0.694736, 0.691651, 0.708249, 0.703053, 0.709609, 0.67, 0.62, 0.61, 0.69, 0.6, 0.54, 0.54, 0.53, 0.52, 0.52, 0.53, 0.51, 0.53, 0.51, 0.53, 0.52, 0.52, 0.53, 0.52, 
